Company/Candidate Name,Role,Skill,Sub-skill,Count
"Galaxy Studio., JSC",Senior Media Sales Executive,Business,ms excel,1
"Galaxy Studio., JSC",Senior Media Sales Executive,Analytics,excel,1
"Galaxy Studio., JSC",Senior Media Sales Executive,DevOps,powerpoint,1
Navigos Search,Technical Lead,Soft_Skills,leadership,3
Navigos Search,Technical Lead,Soft_Skills,team management,2
Navigos Search,Technical Lead,Soft_Skills,project management,1
Navigos Search,Technical Lead,Business,strategies,1
Navigos Search,Technical Lead,DevOps,aws,2
Navigos Search,Technical Lead,DevOps,software development,1
Navigos Search,Technical Lead,Soft_Skills,problem solving,2
Navigos Search,Technical Lead,Soft_Skills,communication,2
Navigos Search,Technical Lead,Coding,java,1
Navigos Search,Technical Lead,DevOps,devops,1
Navigos Search,Technical Lead,Business,strategic thinking,1
Navigos Search,Technical Lead,Soft_Skills,interpersonal skills,1
Publicis Groupe Vietnam,Digitas | Technical Project Manager,Business,marketing,6
Publicis Groupe Vietnam,Digitas | Technical Project Manager,Business,digital,3
Publicis Groupe Vietnam,Digitas | Technical Project Manager,Soft_Skills,project management,2
Publicis Groupe Vietnam,Digitas | Technical Project Manager,Analytics,optimization,1
Publicis Groupe Vietnam,Digitas | Technical Project Manager,Soft_Skills,problem solving,1
Publicis Groupe Vietnam,Digitas | Technical Project Manager,Soft_Skills,presentation,1
Publicis Groupe Vietnam,Digitas | Technical Project Manager,Soft_Skills,vietnamese,1
Publicis Groupe Vietnam,Digitas | Technical Project Manager,Soft_Skills,english,1
Shopee,Senior Project Workforce Management - SPX Express,Business,performance metrics,1
Shopee,Senior Project Workforce Management - SPX Express,Analytics,data analysis,1
Shopee,Senior Project Workforce Management - SPX Express,Soft_Skills,presentation,1
Shopee,Senior Project Workforce Management - SPX Express,Soft_Skills,communication,1
Shopee,Senior Project Workforce Management - SPX Express,Soft_Skills,communication skills,1
Shopee,Senior Project Workforce Management - SPX Express,Soft_Skills,vietnamese,1
Shopee,Senior Project Workforce Management - SPX Express,Soft_Skills,english,1
Shopee,Senior Project Workforce Management - SPX Express,Soft_Skills,problem solving,1
Shopee,Senior Project Workforce Management - SPX Express,Soft_Skills,critical thinking,1
Forvis Mazars in Vietnam,Senior Accountant,DevOps,ui,1
Forvis Mazars in Vietnam,Senior Accountant,WebD,client,1
Forvis Mazars in Vietnam,Senior Accountant,Soft_Skills,communication,1
Forvis Mazars in Vietnam,Senior Accountant,Business,ms excel,1
Forvis Mazars in Vietnam,Senior Accountant,Analytics,excel,1
Forvis Mazars in Vietnam,Senior Accountant,Soft_Skills,english,1
Publicis Groupe,Media Planner,WebD,client,1
Publicis Groupe,Media Planner,Business,advertising,4
Publicis Groupe,Media Planner,Maths,statistics,1
Publicis Groupe,Media Planner,Soft_Skills,creative,2
Publicis Groupe,Media Planner,Business,marketing,1
Publicis Groupe,Media Planner,Marketing,market research,1
Publicis Groupe,Media Planner,Soft_Skills,presentation,1
Publicis Groupe,Media Planner,Soft_Skills,communication,1
Publicis Groupe,Media Planner,Soft_Skills,time management,1
LivWell,User Engagement Executive,Analytics,data driven,2
LivWell,User Engagement Executive,Business,digital,2
LivWell,User Engagement Executive,Business,strategies,2
LivWell,User Engagement Executive,Soft_Skills,communication,2
LivWell,User Engagement Executive,Analytics,optimization,1
LivWell,User Engagement Executive,Marketing,digital marketing,1
LivWell,User Engagement Executive,Business,marketing,2
LivWell,User Engagement Executive,Soft_Skills,interpersonal skills,1
LivWell,User Engagement Executive,Soft_Skills,creative,1
LivWell,User Engagement Executive,Soft_Skills,ownership,1
"Wayzim Technology Co., Ltd.",Sales Manager,WebD,client,3
"Wayzim Technology Co., Ltd.",Sales Manager,Business,marketing,3
"Wayzim Technology Co., Ltd.",Sales Manager,Business,strategies,1
"Wayzim Technology Co., Ltd.",Sales Manager,Soft_Skills,communication,1
"Wayzim Technology Co., Ltd.",Sales Manager,Soft_Skills,communication skills,1
OPSWAT,Commercial Operations Manager (RFx process),Business,process management,1
OPSWAT,Commercial Operations Manager (RFx process),Soft_Skills,leadership,1
OPSWAT,Commercial Operations Manager (RFx process),Soft_Skills,communication,1
OPSWAT,Commercial Operations Manager (RFx process),Soft_Skills,communication skills,1
OPSWAT,Commercial Operations Manager (RFx process),Soft_Skills,problem solving,1
Techcombank (TCB),(Senior) Security Architect,Soft_Skills,initiative,1
Techcombank (TCB),(Senior) Security Architect,Security_Network,incident response,1
Techcombank (TCB),(Senior) Security Architect,Business,strategies,2
Techcombank (TCB),(Senior) Security Architect,Security_Network,firewalls,1
Techcombank (TCB),(Senior) Security Architect,Soft_Skills,english,1
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",DevOps,software development,1
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Business,digital,2
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Soft_Skills,project management,3
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Analytics,optimization,1
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Soft_Skills,team building,3
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Prod_mgmt.,agile methodologies,1
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Soft_Skills,leadership,2
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Soft_Skills,problem solving,2
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Soft_Skills,communication,2
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Soft_Skills,communication skills,2
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Soft_Skills,adaptability,1
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Soft_Skills,organizational,1
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Prod_mgmt.,pmp certification,1
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Soft_Skills,english,1
Bosch ASEAN,"[BD/BA-AP] Senior Technical Manager, OutSystem Workflow Platform Development",Soft_Skills,initiative,1
RMIT University,"Associate Professor, Finance",Business,digital,1
RMIT University,"Associate Professor, Finance",Soft_Skills,leadership,3
RMIT University,"Associate Professor, Finance",Soft_Skills,communication,2
RMIT University,"Associate Professor, Finance",Soft_Skills,english,1
Hahalolo Travel Social Network Viet Nam,Senior Business Operation Manager - Travel Tour,Business,marketing,1
Hahalolo Travel Social Network Viet Nam,Senior Business Operation Manager - Travel Tour,Soft_Skills,english,1
PERSOLKELLY,Research and Development Supervisor,Coding,r,5
PERSOLKELLY,Research and Development Supervisor,Business,marketing,1
PERSOLKELLY,Research and Development Supervisor,Soft_Skills,project management,3
PERSOLKELLY,Research and Development Supervisor,Soft_Skills,documentation,1
PERSOLKELLY,Research and Development Supervisor,Soft_Skills,leadership,3
PERSOLKELLY,Research and Development Supervisor,Soft_Skills,organizational,1
PERSOLKELLY,Research and Development Supervisor,Business,analytical skills,2
PERSOLKELLY,Research and Development Supervisor,Analytics,data analysis,1
PERSOLKELLY,Research and Development Supervisor,Soft_Skills,communication,3
PERSOLKELLY,Research and Development Supervisor,Soft_Skills,communication skills,2
PERSOLKELLY,Research and Development Supervisor,Soft_Skills,interpersonal skills,1
PERSOLKELLY,Research and Development Supervisor,Analytics,optimization,1
HCLTech Vietnam,Physical Design Engineer (Global Projects),Business,digital,1
HCLTech Vietnam,Physical Design Engineer (Global Projects),Analytics,optimization,2
HCLTech Vietnam,Physical Design Engineer (Global Projects),Soft_Skills,ownership,1
HCLTech Vietnam,Physical Design Engineer (Global Projects),Coding,perl,1
HCLTech Vietnam,Physical Design Engineer (Global Projects),Soft_Skills,flexible,1
HCLTech Vietnam,Physical Design Engineer (Global Projects),Soft_Skills,english,1
AIT Worldwide Logistics,Sales Manager,WebD,client,1
AIT Worldwide Logistics,Sales Manager,Business,strategies,1
AIT Worldwide Logistics,Sales Manager,Soft_Skills,english,2
AIT Worldwide Logistics,Sales Manager,Soft_Skills,vietnamese,1
AIT Worldwide Logistics,Sales Manager,Soft_Skills,communication,1
AIT Worldwide Logistics,Sales Manager,Soft_Skills,presentation,1
AIT Worldwide Logistics,Sales Manager,Business,business development,1
AIT Worldwide Logistics,Sales Manager,Soft_Skills,interpersonal skills,1
Publicis Groupe Vietnam,Media Planning Lead,Business,marketing,3
Publicis Groupe Vietnam,Media Planning Lead,Soft_Skills,communication,2
Publicis Groupe Vietnam,Media Planning Lead,Business,digital,3
Publicis Groupe Vietnam,Media Planning Lead,Soft_Skills,creative,1
Publicis Groupe Vietnam,Media Planning Lead,Business,strategies,2
Publicis Groupe Vietnam,Media Planning Lead,Soft_Skills,project management,1
Publicis Groupe Vietnam,Media Planning Lead,Soft_Skills,ownership,1
Publicis Groupe Vietnam,Media Planning Lead,Coding,go,1
Publicis Groupe Vietnam,Media Planning Lead,Soft_Skills,english,1
Luxoft Vietnam,ServiceNow developer,WebD,javascript,1
Luxoft Vietnam,ServiceNow developer,Coding,java,1
Luxoft Vietnam,ServiceNow developer,Soft_Skills,communication,1
Luxoft Vietnam,ServiceNow developer,Soft_Skills,communication skills,1
Luxoft Vietnam,ServiceNow developer,Soft_Skills,english,2
Luxoft Vietnam,ServiceNow developer,WebD,json,1
SharkNinja,Test Engineer,Soft_Skills,english,3
SharkNinja,Test Engineer,Soft_Skills,communication,1
SharkNinja,Test Engineer,Soft_Skills,communication skills,1
W.Media - Global,Finance Executive,Soft_Skills,communication,1
Publicis Groupe,(Senior) Digital Planner,Business,marketing,2
Publicis Groupe,(Senior) Digital Planner,Business,strategies,2
Publicis Groupe,(Senior) Digital Planner,Business,digital,3
Publicis Groupe,(Senior) Digital Planner,Marketing,digital marketing,1
Publicis Groupe,(Senior) Digital Planner,Analytics,optimization,1
Publicis Groupe,(Senior) Digital Planner,Business,strategic thinking,1
Publicis Groupe,(Senior) Digital Planner,DevOps,adwords,1
Publicis Groupe,(Senior) Digital Planner,Soft_Skills,organized,1
Publicis Groupe,(Senior) Digital Planner,Business,google analytics,1
Publicis Groupe,(Senior) Digital Planner,Soft_Skills,presentation,1
Publicis Groupe,(Senior) Digital Planner,Soft_Skills,communication,1
Publicis Groupe,(Senior) Digital Planner,Soft_Skills,english,1
Manulife,Information Risk Management Senior Specialist,Security_Network,incident response,1
Manulife,Information Risk Management Senior Specialist,DevOps,software development,1
Manulife,Information Risk Management Senior Specialist,Business,sdlc,1
Manulife,Information Risk Management Senior Specialist,Business,performance metrics,1
Manulife,Information Risk Management Senior Specialist,Soft_Skills,ownership,2
Manulife,Information Risk Management Senior Specialist,Soft_Skills,english,1
Manulife,Information Risk Management Senior Specialist,Soft_Skills,communication,1
Manulife,Information Risk Management Senior Specialist,Soft_Skills,presentation,1
Manulife,Information Risk Management Senior Specialist,Soft_Skills,flexible,1
Manulife,Information Risk Management Senior Specialist,Soft_Skills,leadership,1
Chợ Tốt,Telesales (Goods),Soft_Skills,vietnamese,2
Chợ Tốt,Telesales (Goods),Coding,c,6
Chợ Tốt,Telesales (Goods),Coding,r,1
KFC Vietnam,Junior Art Director,Business,marketing,6
KFC Vietnam,Junior Art Director,Business,strategies,2
KFC Vietnam,Junior Art Director,Soft_Skills,creative,3
KFC Vietnam,Junior Art Director,Soft_Skills,team management,1
KFC Vietnam,Junior Art Director,Soft_Skills,project management,1
KFC Vietnam,Junior Art Director,Soft_Skills,communication,3
KFC Vietnam,Junior Art Director,Business,supply chain,1
KFC Vietnam,Junior Art Director,Business,advertising,1
KFC Vietnam,Junior Art Director,Soft_Skills,communication skills,1
KFC Vietnam,Junior Art Director,Soft_Skills,english,1
RMIT University,"Senior Manager, Digital Innovation and Library Systems",Business,digital,10
RMIT University,"Senior Manager, Digital Innovation and Library Systems",Soft_Skills,leadership,1
RMIT University,"Senior Manager, Digital Innovation and Library Systems",Soft_Skills,communication,2
RMIT University,"Senior Manager, Digital Innovation and Library Systems",Soft_Skills,project management,3
RMIT University,"Senior Manager, Digital Innovation and Library Systems",Business,analytical skills,1
RMIT University,"Senior Manager, Digital Innovation and Library Systems",Soft_Skills,problem solving,1
RMIT University,"Senior Manager, Digital Innovation and Library Systems",Business,strategic thinking,1
RMIT University,"Senior Manager, Digital Innovation and Library Systems",Soft_Skills,stakeholder management,1
RMIT University,"Senior Manager, Digital Innovation and Library Systems",Soft_Skills,vietnamese,1
RMIT University,"Senior Manager, Digital Innovation and Library Systems",Soft_Skills,english,1
Confidential,Head of Human Resources,Soft_Skills,performance management,1
Confidential,Head of Human Resources,Soft_Skills,team work,1
Confidential,Head of Human Resources,Soft_Skills,documentation,1
Confidential,Head of Human Resources,Soft_Skills,communication,2
Confidential,Head of Human Resources,Business,strategies,1
Confidential,Head of Human Resources,Soft_Skills,communication skills,1
OPSWAT,Technical Team Lead,Security_Network,access control,1
OPSWAT,Technical Team Lead,DevOps,kubernetes,1
OPSWAT,Technical Team Lead,Coding,c,5
OPSWAT,Technical Team Lead,Soft_Skills,communication,1
OPSWAT,Technical Team Lead,Soft_Skills,communication skills,1
OPSWAT,Technical Team Lead,Soft_Skills,organizational,1
OPSWAT,Technical Team Lead,Soft_Skills,time management,1
OPSWAT,Technical Team Lead,WebD,api,1
Hakuhodo in Vietnam,Strategic Planning Director,Soft_Skills,strategic planning,2
Hakuhodo in Vietnam,Strategic Planning Director,Soft_Skills,creative,5
Hakuhodo in Vietnam,Strategic Planning Director,Business,marketing,2
Hakuhodo in Vietnam,Strategic Planning Director,Marketing,market research,1
Hakuhodo in Vietnam,Strategic Planning Director,WebD,client,2
Hakuhodo in Vietnam,Strategic Planning Director,Business,strategic thinking,1
Hakuhodo in Vietnam,Strategic Planning Director,Business,digital,1
Hakuhodo in Vietnam,Strategic Planning Director,Business,analytical skills,1
Hakuhodo in Vietnam,Strategic Planning Director,Soft_Skills,presentation,2
Hakuhodo in Vietnam,Strategic Planning Director,Soft_Skills,leadership,1
Hakuhodo in Vietnam,Strategic Planning Director,Soft_Skills,vietnamese,1
KASIKORNBANK,Asset Quality Management | Asset Management (AMC),Soft_Skills,problem solving,1
Digiworld Corporation,Account Manager (ICT Product),Business,marketing,3
Digiworld Corporation,Account Manager (ICT Product),Soft_Skills,communication,2
Digiworld Corporation,Account Manager (ICT Product),Soft_Skills,communication skills,1
Digiworld Corporation,Account Manager (ICT Product),Soft_Skills,english,1
Digiworld Corporation,Account Manager (ICT Product),Analytics,data analysis,1
Digiworld Corporation,Account Manager (ICT Product),Business,business development,1
XPROFILE - Integrated Human Resources Solutions,MARKETING DIRECTOR,Business,marketing,4
XPROFILE - Integrated Human Resources Solutions,MARKETING DIRECTOR,Marketing,brand management,1
XPROFILE - Integrated Human Resources Solutions,MARKETING DIRECTOR,Soft_Skills,communication,1
XPROFILE - Integrated Human Resources Solutions,MARKETING DIRECTOR,Soft_Skills,presentation,1
XPROFILE - Integrated Human Resources Solutions,MARKETING DIRECTOR,Soft_Skills,problem solving,1
XPROFILE - Integrated Human Resources Solutions,MARKETING DIRECTOR,DevOps,powerpoint,1
XPROFILE - Integrated Human Resources Solutions,MARKETING DIRECTOR,Analytics,excel,1
XPROFILE - Integrated Human Resources Solutions,MARKETING DIRECTOR,Soft_Skills,english,1
ASUS,Project Quality Engineer,Coding,r,2
ASUS,Project Quality Engineer,Coding,swift,1
ASUS,Project Quality Engineer,Soft_Skills,communication,4
ASUS,Project Quality Engineer,Business,strategies,2
ASUS,Project Quality Engineer,Soft_Skills,organizational,1
ASUS,Project Quality Engineer,Soft_Skills,vietnamese,1
ASUS,Project Quality Engineer,Soft_Skills,english,1
ASUS,Project Quality Engineer,Coding,go,1
ASUS,Project Quality Engineer,Soft_Skills,communication skills,1
EQuest Education Group,ESH - Secondary  Coordinator,Soft_Skills,leadership,4
EQuest Education Group,ESH - Secondary  Coordinator,Soft_Skills,team work,1
EQuest Education Group,ESH - Secondary  Coordinator,Soft_Skills,communication,2
EQuest Education Group,ESH - Secondary  Coordinator,Coding,c,1
Beings,Quality Assurance Engineer,Marketing,market research,3
Beings,Quality Assurance Engineer,Coding,go,1
Beings,Quality Assurance Engineer,ML/AI,regression,1
Beings,Quality Assurance Engineer,DevOps,ui,1
Beings,Quality Assurance Engineer,WebD,api,1
Beings,Quality Assurance Engineer,Coding,sql,1
Beings,Quality Assurance Engineer,DevOps,nosql,1
Beings,Quality Assurance Engineer,DevOps,databases,1
Beings,Quality Assurance Engineer,Soft_Skills,communication,1
Beings,Quality Assurance Engineer,Soft_Skills,communication skills,1
Beings,Quality Assurance Engineer,Soft_Skills,time management,1
Beings,Quality Assurance Engineer,WebD,javascript,1
Beings,Quality Assurance Engineer,Coding,python,1
Beings,Quality Assurance Engineer,WebD,node,1
Beings,Quality Assurance Engineer,WebD,js,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Business,marketing,13
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Business,strategies,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Business,digital,2
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Marketing,digital marketing,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Soft_Skills,organizational,2
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Soft_Skills,creative,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Business,creative thinking,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Analytics,data analysis,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Soft_Skills,communication,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Soft_Skills,communication skills,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Soft_Skills,presentation,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Soft_Skills,vietnamese,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Soft_Skills,english,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Soft_Skills,leadership,1
"Galaxy Studio., JSC",Senior Sales & Marketing Manager,Soft_Skills,problem solving,1
Chợ Tốt,Chuyên viên kinh doanh (Nhà Tốt) - Account Manager (Property),Soft_Skills,flexible,1
Chợ Tốt,Chuyên viên kinh doanh (Nhà Tốt) - Account Manager (Property),Soft_Skills,team building,1
Hahalolo Travel Social Network Viet Nam,Senior Business Operation Manager - Flight,Business,marketing,1
Hahalolo Travel Social Network Viet Nam,Senior Business Operation Manager - Flight,Soft_Skills,english,1
Ogilvy,Art Director,Business,advertising,1
Ogilvy,Art Director,Business,marketing,3
Ogilvy,Art Director,WebD,client,3
Ogilvy,Art Director,Soft_Skills,presentation,1
Ogilvy,Art Director,Soft_Skills,communication,3
Ogilvy,Art Director,Soft_Skills,creative,5
Ogilvy,Art Director,Business,business strategy,1
Ogilvy,Art Director,Business,strategies,1
Ogilvy,Art Director,Business,digital,1
Ogilvy,Art Director,Soft_Skills,english,1
Ogilvy,Art Director,Soft_Skills,vietnamese,1
FE CREDIT,Partnership Center Director (B2B2C),Business,direct sales,1
FE CREDIT,Partnership Center Director (B2B2C),Marketing,market research,4
FE CREDIT,Partnership Center Director (B2B2C),Business,business development,2
FE CREDIT,Partnership Center Director (B2B2C),Business,marketing,1
FE CREDIT,Partnership Center Director (B2B2C),Soft_Skills,leadership,1
FE CREDIT,Partnership Center Director (B2B2C),Business,strategic thinking,1
FE CREDIT,Partnership Center Director (B2B2C),Soft_Skills,communication,1
FE CREDIT,Partnership Center Director (B2B2C),Soft_Skills,project management,1
FE CREDIT,Partnership Center Director (B2B2C),Soft_Skills,english,1
Concentrix,Communications Site Coordinator,Business,marketing,1
Concentrix,Communications Site Coordinator,Analytics,optimization,1
Concentrix,Communications Site Coordinator,Business,digital,1
Concentrix,Communications Site Coordinator,Soft_Skills,communication,1
Concentrix,Communications Site Coordinator,Soft_Skills,english,4
Concentrix,Communications Site Coordinator,Soft_Skills,vietnamese,1
ABeam Consulting Vietnam,SAP SuccessFactors Consultant/Senior Consultant,Soft_Skills,vietnamese,2
ABeam Consulting Vietnam,SAP SuccessFactors Consultant/Senior Consultant,Business,digital,2
ABeam Consulting Vietnam,SAP SuccessFactors Consultant/Senior Consultant,WebD,client,2
ABeam Consulting Vietnam,SAP SuccessFactors Consultant/Senior Consultant,Soft_Skills,problem solving,1
ABeam Consulting Vietnam,SAP SuccessFactors Consultant/Senior Consultant,Soft_Skills,communication,1
ABeam Consulting Vietnam,SAP SuccessFactors Consultant/Senior Consultant,Soft_Skills,communication skills,1
Sam's Club,Senior Quality Engineer - Furniture,Soft_Skills,communication,2
Sam's Club,Senior Quality Engineer - Furniture,Soft_Skills,problem solving,1
Sam's Club,Senior Quality Engineer - Furniture,Soft_Skills,communication skills,1
Sam's Club,Senior Quality Engineer - Furniture,Soft_Skills,english,1
B2X Care Solutions,Accountant,Soft_Skills,communication,1
B2X Care Solutions,Accountant,Soft_Skills,communication skills,1
ASUS,Commercial Technical Public Relations Specialist,Business,marketing,3
ASUS,Commercial Technical Public Relations Specialist,Soft_Skills,team building,1
ASUS,Commercial Technical Public Relations Specialist,Prod_mgmt.,product testing,1
ASUS,Commercial Technical Public Relations Specialist,Soft_Skills,presentation,2
ASUS,Commercial Technical Public Relations Specialist,Soft_Skills,communication,1
ASUS,Commercial Technical Public Relations Specialist,DevOps,powerpoint,1
ASUS,Commercial Technical Public Relations Specialist,Soft_Skills,english,1
DXC Technology Vietnam,Solution Architect,Soft_Skills,initiative,2
DXC Technology Vietnam,Solution Architect,Analytics,optimization,1
DXC Technology Vietnam,Solution Architect,Business,business strategy,1
Publicis Groupe Vietnam,Media Planning Lead,Business,marketing,3
Publicis Groupe Vietnam,Media Planning Lead,Soft_Skills,communication,2
Publicis Groupe Vietnam,Media Planning Lead,Business,digital,3
Publicis Groupe Vietnam,Media Planning Lead,Soft_Skills,creative,1
Publicis Groupe Vietnam,Media Planning Lead,Business,strategies,2
Publicis Groupe Vietnam,Media Planning Lead,Soft_Skills,project management,1
Publicis Groupe Vietnam,Media Planning Lead,Soft_Skills,ownership,1
Publicis Groupe Vietnam,Media Planning Lead,Coding,go,1
Publicis Groupe Vietnam,Media Planning Lead,Soft_Skills,english,1
International Dairy Product JSC - IDP,Nationwide Operational Excellence Manager,Business,business plan,1
International Dairy Product JSC - IDP,Nationwide Operational Excellence Manager,Soft_Skills,project management,1
International Dairy Product JSC - IDP,Nationwide Operational Excellence Manager,Soft_Skills,problem solving,3
International Dairy Product JSC - IDP,Nationwide Operational Excellence Manager,Business,supply chain,1
On,IT Site Services Specialist,Soft_Skills,team work,1
On,IT Site Services Specialist,Soft_Skills,communication,1
On,IT Site Services Specialist,Soft_Skills,problem solving,1
On,IT Site Services Specialist,Soft_Skills,english,1
Ogilvy,Senior Copywriter,Business,advertising,2
Ogilvy,Senior Copywriter,Business,marketing,3
Ogilvy,Senior Copywriter,Soft_Skills,creative,10
Ogilvy,Senior Copywriter,WebD,client,1
Ogilvy,Senior Copywriter,Soft_Skills,communication,3
Ogilvy,Senior Copywriter,Business,strategies,2
Ogilvy,Senior Copywriter,Soft_Skills,leadership,2
Ogilvy,Senior Copywriter,Business,creative thinking,1
Ogilvy,Senior Copywriter,Soft_Skills,people management,1
Ogilvy,Senior Copywriter,Business,digital,1
Ogilvy,Senior Copywriter,Soft_Skills,vietnamese,1
Ogilvy,Senior Copywriter,Soft_Skills,english,1
Ogilvy,Senior Copywriter,Soft_Skills,presentation,1
Chợ Tốt,Quality Engineer,Soft_Skills,vietnamese,2
Chợ Tốt,Quality Engineer,Coding,c,1
Chợ Tốt,Quality Engineer,Business,strategies,1
Chợ Tốt,Quality Engineer,WebD,api,3
Chợ Tốt,Quality Engineer,Coding,java,2
Chợ Tốt,Quality Engineer,WebD,javascript,1
Chợ Tốt,Quality Engineer,Coding,python,1
Chợ Tốt,Quality Engineer,Business,analytical skills,1
Chợ Tốt,Quality Engineer,ML/AI,regression,1
Chợ Tốt,Quality Engineer,DevOps,aws,1
Chợ Tốt,Quality Engineer,DevOps,docker,1
Leo Burnett,Leo Burnett | Account Executive,Coding,go,1
Leo Burnett,Leo Burnett | Account Executive,WebD,client,10
Leo Burnett,Leo Burnett | Account Executive,Soft_Skills,client management,1
Leo Burnett,Leo Burnett | Account Executive,Soft_Skills,creative,7
Leo Burnett,Leo Burnett | Account Executive,Soft_Skills,communication,1
Leo Burnett,Leo Burnett | Account Executive,Business,strategies,1
Leo Burnett,Leo Burnett | Account Executive,Soft_Skills,leadership,1
Leo Burnett,Leo Burnett | Account Executive,Soft_Skills,people management,1
Leo Burnett,Leo Burnett | Account Executive,Soft_Skills,problem solving,1
Leo Burnett,Leo Burnett | Account Executive,Business,marketing,2
Leo Burnett,Leo Burnett | Account Executive,Business,digital,1
Leo Burnett,Leo Burnett | Account Executive,Soft_Skills,english,1
Leo Burnett,Leo Burnett | Account Executive,Soft_Skills,organized,1
Leo Burnett,Leo Burnett | Account Executive,Analytics,excel,1
Leo Burnett,Leo Burnett | Account Executive,DevOps,powerpoint,1
Concentrix,"IT Team Leader (Onsite, 1pm-10pm Shift)",Soft_Skills,communication,1
Concentrix,"IT Team Leader (Onsite, 1pm-10pm Shift)",Soft_Skills,interpersonal skills,1
Concentrix,"IT Team Leader (Onsite, 1pm-10pm Shift)",Soft_Skills,english,1
Concentrix,"IT Team Leader (Onsite, 1pm-10pm Shift)",Analytics,excel,1
Rieckermann,SharePoint Developer,DevOps,azure,1
Rieckermann,SharePoint Developer,WebD,api,1
Rieckermann,SharePoint Developer,Coding,java,1
Rieckermann,SharePoint Developer,Coding,c,1
Rieckermann,SharePoint Developer,Soft_Skills,initiative,1
Rieckermann,SharePoint Developer,Soft_Skills,english,1
Sucafina,Logistics Execution Coordinator,WebD,client,1
OPSWAT,Software Engineering Manager,Security_Network,access control,1
OPSWAT,Software Engineering Manager,Soft_Skills,project management,2
OPSWAT,Software Engineering Manager,Soft_Skills,leadership,2
OPSWAT,Software Engineering Manager,DevOps,ui,2
OPSWAT,Software Engineering Manager,DevOps,ux,1
OPSWAT,Software Engineering Manager,WebD,api,1
OPSWAT,Software Engineering Manager,Business,strategies,1
OPSWAT,Software Engineering Manager,Coding,c,1
OPSWAT,Software Engineering Manager,Soft_Skills,problem solving,1
OPSWAT,Software Engineering Manager,Business,analytical skills,1
OPSWAT,Software Engineering Manager,Soft_Skills,communication,2
OPSWAT,Software Engineering Manager,Soft_Skills,interpersonal skills,1
OPSWAT,Software Engineering Manager,Soft_Skills,communication skills,1
OPSWAT,Software Engineering Manager,Soft_Skills,documentation,1
OPSWAT,Software Engineering Manager,WebD,javascript,1
OPSWAT,Software Engineering Manager,WebD,react,1
OPSWAT,Software Engineering Manager,Soft_Skills,english,1
Techtronic Industries Vietnam,Warehouse Manager,Business,business plan,1
Techtronic Industries Vietnam,Warehouse Manager,Maths,statistics,1
Techtronic Industries Vietnam,Warehouse Manager,Soft_Skills,english,1
Techtronic Industries Vietnam,Warehouse Manager,Soft_Skills,project management,2
Techtronic Industries Vietnam,Warehouse Manager,Soft_Skills,communication,1
Techtronic Industries Vietnam,Warehouse Manager,Soft_Skills,leadership,1
Techtronic Industries Vietnam,Warehouse Manager,Soft_Skills,team building,1
Techtronic Industries Vietnam,Warehouse Manager,Soft_Skills,negotiation skills,1
"NTT DATA, Inc.",Cloud Architect (Presales),Soft_Skills,communication,2
"NTT DATA, Inc.",Cloud Architect (Presales),Business,strategies,1
"NTT DATA, Inc.",Cloud Architect (Presales),WebD,server,1
