Company/Candidate Name,Skill,Sub-skill
AnyMind Group,Business,advertising
AnyMind Group,Business,google analytics
AnyMind Group,Soft_Skills,organized
Microsoft,Soft_Skills,communication
Microsoft,Business,digital
Microsoft,Soft_Skills,english
Microsoft,Coding,c
Microsoft,Coding,python
Microsoft,Coding,java
Microsoft,Analytics,data analysis
KTI Talent Indicator,Business,advertising
KTI Talent Indicator,Soft_Skills,creative
KTI Talent Indicator,Soft_Skills,communication
KTI Talent Indicator,Soft_Skills,leadership
KTI Talent Indicator,Soft_Skills,vietnamese
KTI Talent Indicator,WebD,api
KTI Talent Indicator,DevOps,aws
KTI Talent Indicator,DevOps,azure
KTI Talent Indicator,Coding,java
KTI Talent Indicator,Coding,c
KTI Talent Indicator,DevOps,software development
KTI Talent Indicator,Business,analytical skills
KTI Talent Indicator,Soft_Skills,communication
KTI Talent Indicator,Soft_Skills,communication skills
Marou - Faiseurs de Chocolat,Soft_Skills,communication
Marou - Faiseurs de Chocolat,Soft_Skills,english
Marou - Faiseurs de Chocolat,Business,ms office
Marou - Faiseurs de Chocolat,DevOps,powerpoint
Marou - Faiseurs de Chocolat,Analytics,excel
Marou - Faiseurs de Chocolat,Soft_Skills,problem solving
Marou - Faiseurs de Chocolat,Soft_Skills,ownership
Marou - Faiseurs de Chocolat,Soft_Skills,creative
EQuest Education Group,Soft_Skills,english
EQuest Education Group,Soft_Skills,communication
Cao Đẳng Việt Mỹ,Soft_Skills,vietnamese
Cao Đẳng Việt Mỹ,Soft_Skills,leadership
Cao Đẳng Việt Mỹ,Soft_Skills,communication
Cao Đẳng Việt Mỹ,Soft_Skills,presentation
Cao Đẳng Việt Mỹ,Analytics,data analysis
Cao Đẳng Việt Mỹ,Soft_Skills,problem solving
Gene Solutions,Soft_Skills,flexible
CLO Virtual Fashion Inc.,Business,marketing
CLO Virtual Fashion Inc.,Business,digital
CLO Virtual Fashion Inc.,WebD,client
CLO Virtual Fashion Inc.,Soft_Skills,vietnamese
CLO Virtual Fashion Inc.,Soft_Skills,communication
BStar Solutions - Galaxy Holdings,Maths,statistics
BStar Solutions - Galaxy Holdings,Coding,python
BStar Solutions - Galaxy Holdings,Coding,java
BStar Solutions - Galaxy Holdings,Coding,sql
BStar Solutions - Galaxy Holdings,DevOps,nosql
BStar Solutions - Galaxy Holdings,Analytics,big data
BStar Solutions - Galaxy Holdings,DevOps,hadoop
BStar Solutions - Galaxy Holdings,DevOps,spark
BStar Solutions - Galaxy Holdings,Analytics,etl
BStar Solutions - Galaxy Holdings,DevOps,aws
BStar Solutions - Galaxy Holdings,ML/AI,data modeling
BStar Solutions - Galaxy Holdings,Soft_Skills,creative
BStar Solutions - Galaxy Holdings,Soft_Skills,communication
Informa Markets,Business,industry knowledge
Informa Markets,Business,marketing
Informa Markets,Soft_Skills,english
Informa Markets,Soft_Skills,vietnamese
Informa Markets,Soft_Skills,project management
Informa Markets,Soft_Skills,presentation
Informa Markets,Business,ms office
Informa Markets,DevOps,powerpoint
Informa Markets,Analytics,excel
Imexpharm Corporation,Business,marketing
Imexpharm Corporation,Coding,r
Imexpharm Corporation,Soft_Skills,communication
Imexpharm Corporation,Soft_Skills,creative
Imexpharm Corporation,Soft_Skills,english
Imexpharm Corporation,Soft_Skills,communication skills
Imexpharm Corporation,Soft_Skills,adaptability
O-I,Soft_Skills,communication
O-I,Soft_Skills,organizational
O-I,DevOps,ms word
O-I,Soft_Skills,vietnamese
O-I,Soft_Skills,english
O-I,Soft_Skills,presentation
Mindray,Soft_Skills,documentation
Mindray,Soft_Skills,customer training
Mindray,Soft_Skills,communication
Mindray,Soft_Skills,communication skills
Mindray,Soft_Skills,english
Mindray,Soft_Skills,problem solving
Mindray,Soft_Skills,initiative
KTI Talent Indicator,Soft_Skills,social media platforms
KTI Talent Indicator,Business,strategies
KTI Talent Indicator,Business,performance metrics
KTI Talent Indicator,Business,marketing
KTI Talent Indicator,Business,digital
KTI Talent Indicator,Marketing,digital marketing
KTI Talent Indicator,Soft_Skills,english
KTI Talent Indicator,Soft_Skills,communication
KTI Talent Indicator,Soft_Skills,flexible
KTI Talent Indicator,Soft_Skills,vietnamese
Trip.com Group,Business,business development
Trip.com Group,Business,strategies
Trip.com Group,Business,marketing
Trip.com Group,Soft_Skills,communication
Trip.com Group,Soft_Skills,presentation
Trip.com Group,Soft_Skills,leadership
Nutreco,Business,marketing
Nutreco,Soft_Skills,communication
Viet Thai International - VTI Group,Soft_Skills,performance management
Viet Thai International - VTI Group,Coding,c
Viet Thai International - VTI Group,Soft_Skills,leadership
Viet Thai International - VTI Group,Soft_Skills,organizational
Viet Thai International - VTI Group,Soft_Skills,vietnamese
Viet Thai International - VTI Group,Soft_Skills,presentation
Viet Thai International - VTI Group,Soft_Skills,english
Viet Thai International - VTI Group,Soft_Skills,communication
Viet Thai International - VTI Group,Soft_Skills,communication skills
Viet Thai International - VTI Group,Soft_Skills,problem solving
Suntory PepsiCo Vietnam Beverage,Soft_Skills,project management
Suntory PepsiCo Vietnam Beverage,Soft_Skills,communication
Suntory PepsiCo Vietnam Beverage,Soft_Skills,documentation
Suntory PepsiCo Vietnam Beverage,Coding,c
Suntory PepsiCo Vietnam Beverage,Analytics,optimization
Suntory PepsiCo Vietnam Beverage,Soft_Skills,english
MEDLOG Transport & Logistics,Soft_Skills,leadership
MEDLOG Transport & Logistics,Soft_Skills,people management
MEDLOG Transport & Logistics,Soft_Skills,organizational
MEDLOG Transport & Logistics,Soft_Skills,problem solving
MEDLOG Transport & Logistics,Soft_Skills,english
MEDLOG Transport & Logistics,Soft_Skills,communication
MEDLOG Transport & Logistics,Soft_Skills,communication skills
MEDLOG Transport & Logistics,Analytics,optimization
Mapletree,Business,strategies
Mapletree,Marketing,market research
Mapletree,Business,business development
Mapletree,Business,marketing
Mapletree,Soft_Skills,presentation
Mapletree,Soft_Skills,interpersonal skills
ManpowerGroup Vietnam,Soft_Skills,organizational
ManpowerGroup Vietnam,Business,strategies
ManpowerGroup Vietnam,Soft_Skills,communication
ManpowerGroup Vietnam,Coding,c
ManpowerGroup Vietnam,Business,digital
ManpowerGroup Vietnam,Soft_Skills,english
ManpowerGroup Vietnam,Soft_Skills,vietnamese
Carlsberg Group,Business,digital
Carlsberg Group,Analytics,data driven
Carlsberg Group,Soft_Skills,stakeholder management
Carlsberg Group,Business,analytical skills
Carlsberg Group,DevOps,software development
Carlsberg Group,Soft_Skills,english
Carlsberg Group,Soft_Skills,communication
Carlsberg Group,Soft_Skills,communication skills
Pharmacity,Analytics,financial analysis
Pharmacity,Analytics,optimization
Pharmacity,Analytics,excel
Pharmacity,DevOps,powerbi
Pharmacity,Coding,sql
Pharmacity,Coding,python
Pharmacity,Soft_Skills,problem solving
Pharmacity,Soft_Skills,flexible
Pharmacity,Soft_Skills,communication
Pharmacity,Soft_Skills,presentation
Pharmacity,Analytics,data driven
Pharmacity,Soft_Skills,project management
Pharmacity,Business,analytical skills
Ant International,Business,digital
Talentnet Corporation,Soft_Skills,vietnamese
Talentnet Corporation,Soft_Skills,organized
Talentnet Corporation,Analytics,excel
Talentnet Corporation,DevOps,powerpoint
Talentnet Corporation,Business,process oriented
Talentnet Corporation,Soft_Skills,english
Marou - Faiseurs de Chocolat,Soft_Skills,presentation
Marou - Faiseurs de Chocolat,Soft_Skills,english
Marou - Faiseurs de Chocolat,Business,ms office
Marou - Faiseurs de Chocolat,Analytics,excel
Marou - Faiseurs de Chocolat,DevOps,powerpoint
Marou - Faiseurs de Chocolat,Business,marketing
Marou - Faiseurs de Chocolat,Soft_Skills,initiative
Simpson Strong-Tie Vietnam,Soft_Skills,leadership
Simpson Strong-Tie Vietnam,Soft_Skills,conflict resolution
Simpson Strong-Tie Vietnam,Soft_Skills,english
Simpson Strong-Tie Vietnam,Soft_Skills,writing skills
Simpson Strong-Tie Vietnam,Soft_Skills,presentation
Simpson Strong-Tie Vietnam,DevOps,software development
Simpson Strong-Tie Vietnam,Soft_Skills,team building
Simpson Strong-Tie Vietnam,Soft_Skills,team work
HRS Group,Business,strategies
HRS Group,Business,marketing
HRS Group,Analytics,data driven
HRS Group,Business,digital
HRS Group,Analytics,data analysis
HRS Group,Soft_Skills,data reporting
HRS Group,Coding,sql
HRS Group,Soft_Skills,english
HRS Group,Soft_Skills,ownership
Entravision Vietnam,WebD,client
Entravision Vietnam,Business,digital
Entravision Vietnam,Business,marketing
Entravision Vietnam,Soft_Skills,leadership
Entravision Vietnam,Marketing,digital marketing
Entravision Vietnam,Soft_Skills,communication
Entravision Vietnam,Soft_Skills,presentation
Entravision Vietnam,Soft_Skills,english
Entravision Vietnam,Soft_Skills,vietnamese
NAB Innovation Centre Vietnam,Business,digital
NAB Innovation Centre Vietnam,Soft_Skills,stakeholder management
NAB Innovation Centre Vietnam,Analytics,optimization
NAB Innovation Centre Vietnam,Soft_Skills,ownership
NAB Innovation Centre Vietnam,Soft_Skills,leadership
NAB Innovation Centre Vietnam,Soft_Skills,english
NAB Innovation Centre Vietnam,Soft_Skills,flexible
Viet Thai International - VTI Group,Business,business plan
Viet Thai International - VTI Group,Soft_Skills,vietnamese
Viet Thai International - VTI Group,Soft_Skills,english
Viet Thai International - VTI Group,Soft_Skills,negotiation skills
Viet Thai International - VTI Group,Soft_Skills,organizational
Viet Thai International - VTI Group,Soft_Skills,leadership
Viet Thai International - VTI Group,Soft_Skills,team management
Viet Thai International - VTI Group,Soft_Skills,problem solving
Viet Thai International - VTI Group,Soft_Skills,presentation
Viet Thai International - VTI Group,Soft_Skills,communication
GMEELAN,Analytics,optimization
GMEELAN,Soft_Skills,english
GMEELAN,Soft_Skills,communication
Pfizer,Soft_Skills,communication
Pfizer,Business,strategies
Pfizer,Business,marketing
Pfizer,Marketing,marketing mix
Pfizer,Business,digital
Pfizer,Marketing,digital marketing
Pfizer,Analytics,optimization
Pfizer,Soft_Skills,english
Pfizer,Soft_Skills,vietnamese
Pfizer,Soft_Skills,organizational
Pfizer,Business,strategic thinking
Pfizer,Marketing,market research
Hahalolo Travel Social Network Viet Nam,Marketing,market research
Hahalolo Travel Social Network Viet Nam,Maths,statistics
Hahalolo Travel Social Network Viet Nam,Business,strategies
Hahalolo Travel Social Network Viet Nam,Business,inventory management
Hahalolo Travel Social Network Viet Nam,Analytics,optimization
Hahalolo Travel Social Network Viet Nam,Soft_Skills,communication
Hahalolo Travel Social Network Viet Nam,Business,marketing
Hahalolo Travel Social Network Viet Nam,Soft_Skills,vietnamese
Hahalolo Travel Social Network Viet Nam,Soft_Skills,english
CGP Vietnam,WebD,client
CGP Vietnam,Business,business development
CGP Vietnam,Business,strategies
CGP Vietnam,Soft_Skills,communication
CGP Vietnam,Soft_Skills,interpersonal skills
PACE Institute of Management,WebD,php
PACE Institute of Management,WebD,asp
PACE Institute of Management,Marketing,seo
PACE Institute of Management,WebD,html
PACE Institute of Management,WebD,css
PACE Institute of Management,Soft_Skills,english
PACE Institute of Management,Coding,c
PACE Institute of Management,Soft_Skills,vietnamese
KTI Talent Indicator,Business,business development
KTI Talent Indicator,WebD,client
KTI Talent Indicator,Business,strategies
KTI Talent Indicator,Business,marketing
KTI Talent Indicator,Soft_Skills,communication
KTI Talent Indicator,Soft_Skills,problem solving
KTI Talent Indicator,Soft_Skills,communication skills
KTI Talent Indicator,Soft_Skills,flexible
HRS Group,Business,digital
HRS Group,Analytics,data driven
HRS Group,Soft_Skills,leadership
HRS Group,Soft_Skills,performance management
HRS Group,Coding,c
HRS Group,Soft_Skills,english
HRS Group,Soft_Skills,ownership
Bizzi Vietnam,Soft_Skills,writing skills
Bizzi Vietnam,Coding,c
Bizzi Vietnam,Soft_Skills,english
GoNetZero™,Analytics,data driven
GoNetZero™,Soft_Skills,adaptability
GoNetZero™,Business,marketing
GoNetZero™,Business,lead generation
GoNetZero™,Soft_Skills,communication
GoNetZero™,Soft_Skills,communication skills
GoNetZero™,Soft_Skills,english
GiaoHangNhanh (GHN),Analytics,optimization
GiaoHangNhanh (GHN),Business,strategies
GiaoHangNhanh (GHN),Business,strategic thinking
GiaoHangNhanh (GHN),Business,analytical skills
GiaoHangNhanh (GHN),Analytics,data analysis
GiaoHangNhanh (GHN),Soft_Skills,leadership
GiaoHangNhanh (GHN),Soft_Skills,communication
GiaoHangNhanh (GHN),Soft_Skills,communication skills
Gene Solutions,Coding,r
Gene Solutions,Soft_Skills,vietnamese
Gene Solutions,Soft_Skills,leadership
Gene Solutions,Soft_Skills,presentation
Gene Solutions,Soft_Skills,communication
Gene Solutions,Soft_Skills,problem solving
Gene Solutions,Soft_Skills,english
DP World,Business,supply chain
DP World,Soft_Skills,documentation
DP World,Soft_Skills,project management
DP World,Soft_Skills,communication
DP World,Soft_Skills,communication skills
DP World,Soft_Skills,adaptability
Mapletree,Business,strategies
Mapletree,Soft_Skills,communication
Mapletree,Soft_Skills,interpersonal skills
GETS - Global Energy Technical services Company limited,Soft_Skills,english
GETS - Global Energy Technical services Company limited,Soft_Skills,communication
GETS - Global Energy Technical services Company limited,Soft_Skills,communication skills
Google,Business,advertising
Google,Business,consultative sales
Google,Business,business development
Google,Business,marketing
Google,Soft_Skills,english
Google,Soft_Skills,vietnamese
Google,Business,digital
Google,Marketing,digital marketing
Google,Soft_Skills,creative
Google,Soft_Skills,communication
Google,Soft_Skills,communication skills
Google,WebD,client
Google,Business,strategies
Saint-Gobain Vietnam,Soft_Skills,vietnamese
Saint-Gobain Vietnam,Soft_Skills,leadership
Saint-Gobain Vietnam,Soft_Skills,people management
Saint-Gobain Vietnam,Soft_Skills,communication
Saint-Gobain Vietnam,Soft_Skills,presentation
Saint-Gobain Vietnam,Soft_Skills,english
Saint-Gobain Vietnam,Soft_Skills,ownership
Saint-Gobain Vietnam,Soft_Skills,flexible
Takeda,Soft_Skills,organizational
Takeda,Soft_Skills,strategic planning
Takeda,Soft_Skills,performance management
Takeda,Soft_Skills,leadership
Takeda,Maths,statistics
Takeda,Soft_Skills,communication
Takeda,Soft_Skills,communication skills
Takeda,Soft_Skills,initiative
Takeda,Coding,go
Takeda,Soft_Skills,vietnamese
Takeda,Soft_Skills,english
Michael Page,WebD,client
Michael Page,Business,digital
Michael Page,Soft_Skills,initiative
Michael Page,Business,advertising
Michael Page,Soft_Skills,vietnamese
Michael Page,Marketing,digital marketing
Michael Page,Business,marketing
Michael Page,Soft_Skills,communication
Suntory Global Spirits,Business,marketing
Suntory Global Spirits,Business,strategies
Suntory Global Spirits,Soft_Skills,strategic planning
Suntory Global Spirits,Business,advertising
Suntory Global Spirits,Soft_Skills,communication
Suntory Global Spirits,Business,digital
Suntory Global Spirits,Soft_Skills,creative
Suntory Global Spirits,Analytics,optimization
Suntory Global Spirits,Marketing,atl
Suntory Global Spirits,Marketing,btl
Suntory Global Spirits,Soft_Skills,communication skills
Zuellig Pharma Vietnam Ltd.,Business,marketing
Zuellig Pharma Vietnam Ltd.,Soft_Skills,leadership
Zuellig Pharma Vietnam Ltd.,Soft_Skills,communication
Zuellig Pharma Vietnam Ltd.,Business,strategic thinking
Kuehne+Nagel,Business,business development
Kuehne+Nagel,Soft_Skills,communication
Kuehne+Nagel,Soft_Skills,conflict resolution
Kuehne+Nagel,Soft_Skills,problem solving
Kuehne+Nagel,Soft_Skills,time management
Kuehne+Nagel,Soft_Skills,english
AnyMind Group,Soft_Skills,creative
AnyMind Group,Marketing,influencer marketing
AnyMind Group,Business,marketing
AnyMind Group,Business,digital
AnyMind Group,Soft_Skills,english
AnyMind Group,Soft_Skills,vietnamese
AnyMind Group,Soft_Skills,communication
AnyMind Group,Soft_Skills,communication skills
AnyMind Group,Soft_Skills,leadership
AnyMind Group,Business,advertising
Ferring Pharmaceuticals,Business,inventory management
Ferring Pharmaceuticals,Soft_Skills,communication
Ferring Pharmaceuticals,Soft_Skills,communication skills
Ferring Pharmaceuticals,Soft_Skills,english
Ferring Pharmaceuticals,Soft_Skills,organizational
Ferring Pharmaceuticals,Soft_Skills,time management
Ferring Pharmaceuticals,Business,ms office
HEINEKEN Vietnam,Soft_Skills,communication
HEINEKEN Vietnam,Soft_Skills,initiative
HEINEKEN Vietnam,Analytics,data driven
HEINEKEN Vietnam,Soft_Skills,performance management
HEINEKEN Vietnam,Soft_Skills,project management
HEINEKEN Vietnam,Soft_Skills,ownership
CEVA Logistics,Soft_Skills,communication
Marou - Faiseurs de Chocolat,Soft_Skills,creative
Marou - Faiseurs de Chocolat,Business,marketing
Marou - Faiseurs de Chocolat,Marketing,social media marketing
Marou - Faiseurs de Chocolat,Marketing,increase brand awareness
Marou - Faiseurs de Chocolat,Soft_Skills,social media platforms
Marou - Faiseurs de Chocolat,Business,strategies
Marou - Faiseurs de Chocolat,Business,digital
Marou - Faiseurs de Chocolat,Business,advertising
Marou - Faiseurs de Chocolat,Marketing,influencer marketing
Marou - Faiseurs de Chocolat,Soft_Skills,english
Marou - Faiseurs de Chocolat,Soft_Skills,communication
Marou - Faiseurs de Chocolat,Soft_Skills,communication skills
Marou - Faiseurs de Chocolat,Marketing,digital marketing
UrBox - Digital Rewards & Loyalty Solution,Business,marketing
UrBox - Digital Rewards & Loyalty Solution,Soft_Skills,communication
UrBox - Digital Rewards & Loyalty Solution,DevOps,ui
UrBox - Digital Rewards & Loyalty Solution,DevOps,ux
UrBox - Digital Rewards & Loyalty Solution,Soft_Skills,team building
UrBox - Digital Rewards & Loyalty Solution,Soft_Skills,leadership
UrBox - Digital Rewards & Loyalty Solution,Marketing,market research
UrBox - Digital Rewards & Loyalty Solution,Marketing,campaign management
UrBox - Digital Rewards & Loyalty Solution,Soft_Skills,presentation
UrBox - Digital Rewards & Loyalty Solution,Soft_Skills,problem solving
UrBox - Digital Rewards & Loyalty Solution,Soft_Skills,project management
UrBox - Digital Rewards & Loyalty Solution,Soft_Skills,team management
Baker McKenzie,Business,business development
Baker McKenzie,Soft_Skills,vietnamese
RRecruiter,WebD,client
RRecruiter,Soft_Skills,social media platforms
RRecruiter,Soft_Skills,english
BayWa r.e. APAC,Coding,r
BayWa r.e. APAC,Business,business development
BayWa r.e. APAC,Coding,c
BayWa r.e. APAC,WebD,client
BayWa r.e. APAC,Business,marketing
BayWa r.e. APAC,Soft_Skills,english
BayWa r.e. APAC,Soft_Skills,vietnamese
BayWa r.e. APAC,Soft_Skills,leadership
BayWa r.e. APAC,Soft_Skills,flexible
PACE Institute of Management,Soft_Skills,leadership
PACE Institute of Management,Soft_Skills,english
KTI Talent Indicator,Business,marketing
KTI Talent Indicator,Business,strategies
KTI Talent Indicator,Marketing,seo
KTI Talent Indicator,Soft_Skills,leadership
KTI Talent Indicator,Marketing,content marketing
KTI Talent Indicator,Analytics,data driven
KTI Talent Indicator,Business,advertising
KTI Talent Indicator,Business,digital
KTI Talent Indicator,Marketing,digital marketing
KTI Talent Indicator,Soft_Skills,english
KTI Talent Indicator,Soft_Skills,vietnamese
"Galaxy Studio., JSC",Soft_Skills,vietnamese
"Galaxy Studio., JSC",Soft_Skills,leadership
"Galaxy Studio., JSC",Soft_Skills,communication
"Galaxy Studio., JSC",Soft_Skills,english
"Galaxy Studio., JSC",Soft_Skills,negotiation skills
Hasaki.vn,Business,marketing
Hasaki.vn,Soft_Skills,documentation
Hasaki.vn,Soft_Skills,english
Hasaki.vn,Soft_Skills,communication
Hasaki.vn,Soft_Skills,ownership
Hasaki.vn,Soft_Skills,negotiation skills
Confidential,Soft_Skills,strategic planning
Confidential,Business,strategies
Confidential,Soft_Skills,leadership
Confidential,Soft_Skills,communication
Confidential,Soft_Skills,presentation
Confidential,Soft_Skills,english
Confidential,Analytics,financial analysis
Jabil,Business,strategies
Jabil,Soft_Skills,vietnamese
Jabil,Soft_Skills,english
Jabil,Soft_Skills,communication
Jabil,Soft_Skills,communication skills
AnyMind Group,WebD,client
AnyMind Group,Soft_Skills,creative
AnyMind Group,Soft_Skills,english
AnyMind Group,Soft_Skills,vietnamese
AnyMind Group,Business,digital
AnyMind Group,Marketing,digital marketing
AnyMind Group,Business,marketing
AnyMind Group,Soft_Skills,organized
AnyMind Group,Business,advertising
ASIA INGREDIENTS GROUP,Soft_Skills,project management
ASIA INGREDIENTS GROUP,Soft_Skills,communication
ASIA INGREDIENTS GROUP,Business,business development
Hallmark Cards Asia,Soft_Skills,negotiation skills
Hallmark Cards Asia,Soft_Skills,problem solving
Hallmark Cards Asia,Soft_Skills,english
Hallmark Cards Asia,Analytics,excel
Hallmark Cards Asia,DevOps,powerpoint
Hallmark Cards Asia,Soft_Skills,flexible
Hallmark Cards Asia,Soft_Skills,organized
cargo-partner,WebD,client
cargo-partner,Soft_Skills,communication
cargo-partner,Business,business development
cargo-partner,Business,computer knowledge
cargo-partner,Business,ms office
cargo-partner,Analytics,excel
cargo-partner,DevOps,powerpoint
cargo-partner,Soft_Skills,english
cargo-partner,Soft_Skills,presentation
cargo-partner,Soft_Skills,flexible
cargo-partner,Business,supply chain
cargo-partner,Analytics,optimization
Shinhan Bank Vietnam,Analytics,financial analysis
Shinhan Bank Vietnam,Soft_Skills,documentation
Shinhan Bank Vietnam,Soft_Skills,organized
Shinhan Bank Vietnam,Soft_Skills,communication
Shinhan Bank Vietnam,Soft_Skills,communication skills
Shinhan Bank Vietnam,Analytics,risk analysis
Shinhan Bank Vietnam,Soft_Skills,time management
PERSOLKELLY,Business,business strategy
PERSOLKELLY,Soft_Skills,communication
PERSOLKELLY,Soft_Skills,communication skills
PERSOLKELLY,Soft_Skills,english
PERSOLKELLY,Analytics,excel
Grab,Coding,r
Grab,Coding,go
Grab,Coding,c
Grab,Maths,algorithms
Grab,Coding,data structures
Grab,WebD,api
Grab,DevOps,ui
Grab,Soft_Skills,communication
Grab,Soft_Skills,ownership
Rhenus Logistics,Business,supply chain
Rhenus Logistics,Soft_Skills,strategic planning
Rhenus Logistics,Business,strategies
Rhenus Logistics,Soft_Skills,leadership
Rhenus Logistics,Business,digital
Rhenus Logistics,Business,performance metrics
Rhenus Logistics,Soft_Skills,people management
Rhenus Logistics,Soft_Skills,communication
Rhenus Logistics,Business,industry knowledge
Rhenus Logistics,Soft_Skills,negotiation skills
Rhenus Logistics,Business,analytical skills
Rhenus Logistics,Analytics,data driven
Rhenus Logistics,Soft_Skills,communication skills
Rhenus Logistics,Analytics,financial analysis
Rhenus Logistics,Soft_Skills,problem solving
Rhenus Logistics,Soft_Skills,creative
GFT Technologies,Soft_Skills,problem solving
GFT Technologies,Business,analytical skills
GFT Technologies,Soft_Skills,organizational
GFT Technologies,Soft_Skills,conflict resolution
GFT Technologies,Soft_Skills,negotiation skills
GFT Technologies,Soft_Skills,flexible
GFT Technologies,Soft_Skills,documentation
GFT Technologies,Soft_Skills,communication
GFT Technologies,Soft_Skills,dashboards
GFT Technologies,Soft_Skills,leadership
GFT Technologies,Soft_Skills,organized
GFT Technologies,Soft_Skills,time management
GFT Technologies,Soft_Skills,multitask
GFT Technologies,Soft_Skills,communication skills
GFT Technologies,Soft_Skills,english
OPSWAT,Security_Network,access control
OPSWAT,Business,process management
OPSWAT,Soft_Skills,leadership
OPSWAT,Soft_Skills,communication
OPSWAT,Soft_Skills,communication skills
OPSWAT,Soft_Skills,problem solving
Ninja Mart,Analytics,data analysis
Ninja Mart,Soft_Skills,team building
Ninja Mart,Soft_Skills,team leader
Simpson Strong-Tie Vietnam,DevOps,azure
Simpson Strong-Tie Vietnam,Business,marketing
Simpson Strong-Tie Vietnam,WebD,react
Simpson Strong-Tie Vietnam,WebD,javascript
Simpson Strong-Tie Vietnam,WebD,html
Simpson Strong-Tie Vietnam,WebD,json
Simpson Strong-Tie Vietnam,Coding,sql
Simpson Strong-Tie Vietnam,DevOps,software development
Simpson Strong-Tie Vietnam,Soft_Skills,communication
Simpson Strong-Tie Vietnam,Soft_Skills,leadership
Simpson Strong-Tie Vietnam,Soft_Skills,english
Simpson Strong-Tie Vietnam,Soft_Skills,team building
Simpson Strong-Tie Vietnam,Soft_Skills,team work
RMIT University,Soft_Skills,organizational
RMIT University,Soft_Skills,english
RMIT University,Soft_Skills,communication
interpool HR,WebD,client
interpool HR,Soft_Skills,leadership
interpool HR,Business,digital
interpool HR,Security_Network,ips
interpool HR,Security_Network,incident response
interpool HR,DevOps,software development
interpool HR,Soft_Skills,communication
interpool HR,Security_Network,network security
interpool HR,WebD,protocols
interpool HR,WebD,server
interpool HR,Soft_Skills,problem solving
interpool HR,Soft_Skills,interpersonal skills
interpool HR,Soft_Skills,english
Keppel (Real Estate Division – Vietnam),Soft_Skills,leadership
Keppel (Real Estate Division – Vietnam),Soft_Skills,communication
Keppel (Real Estate Division – Vietnam),Soft_Skills,english
Keppel (Real Estate Division – Vietnam),Soft_Skills,vietnamese
PERSOLKELLY,Business,advertising
PERSOLKELLY,Business,marketing
PERSOLKELLY,Soft_Skills,problem solving
EQuest Education Group,Analytics,financial analysis
EQuest Education Group,Soft_Skills,communication
EQuest Education Group,Soft_Skills,multitask
EQuest Education Group,Soft_Skills,english
Cartrack,Soft_Skills,ownership
Cartrack,Soft_Skills,problem solving
Cartrack,Soft_Skills,leadership
Cartrack,Soft_Skills,interpersonal skills
Cartrack,Business,strategic thinking
Cartrack,Soft_Skills,team building
Cartrack,Business,marketing
Cartrack,Business,strategies
Cartrack,Business,direct sales
Cartrack,Business,analytical skills
Cartrack,Soft_Skills,communication
Cartrack,Soft_Skills,negotiation skills
Cartrack,Analytics,excel
Cartrack,DevOps,powerpoint
Element6 Technologies,Business,strategies
Element6 Technologies,Business,marketing
Element6 Technologies,Soft_Skills,creative
Element6 Technologies,Business,advertising
Element6 Technologies,Analytics,data analysis
Element6 Technologies,Business,performance metrics
Element6 Technologies,Soft_Skills,problem solving
Element6 Technologies,Soft_Skills,communication
O-I,Soft_Skills,leadership
O-I,Business,resource planning
O-I,Soft_Skills,performance management
O-I,Soft_Skills,people management
O-I,Soft_Skills,communication
O-I,Soft_Skills,organizational
O-I,Soft_Skills,vietnamese
O-I,Soft_Skills,presentation
O-I,Soft_Skills,problem solving
O-I,Analytics,data analysis
O-I,Soft_Skills,organized
Robert Walters,Business,digital
Robert Walters,Business,strategies
Robert Walters,Soft_Skills,communication
Robert Walters,Soft_Skills,documentation
Robert Walters,Soft_Skills,leadership
Robert Walters,Soft_Skills,organizational
Robert Walters,Soft_Skills,project management
Robert Walters,Soft_Skills,multitask
Robert Walters,Soft_Skills,english
Robert Walters,WebD,client
ofi,Business,strategies
ofi,Soft_Skills,communication
ofi,Analytics,data analysis
KTI Talent Indicator,WebD,client
KTI Talent Indicator,Business,strategies
KTI Talent Indicator,Coding,java
KTI Talent Indicator,WebD,angular
KTI Talent Indicator,WebD,server
KTI Talent Indicator,WebD,html
KTI Talent Indicator,WebD,javascript
KTI Talent Indicator,WebD,css
KTI Talent Indicator,Coding,sql
KTI Talent Indicator,DevOps,databases
KTI Talent Indicator,Soft_Skills,english
KTI Talent Indicator,Soft_Skills,communication
KTI Talent Indicator,Soft_Skills,communication skills
KTI Talent Indicator,DevOps,aws
KTI Talent Indicator,DevOps,azure
KTI Talent Indicator,Soft_Skills,vietnamese
AnyMind Group,Business,advertising
AnyMind Group,WebD,client
AnyMind Group,Business,digital
AnyMind Group,Marketing,digital marketing
AnyMind Group,Business,marketing
AnyMind Group,Marketing,influencer marketing
AnyMind Group,Soft_Skills,strategic planning
AnyMind Group,Soft_Skills,creative
AnyMind Group,Soft_Skills,english
AnyMind Group,Soft_Skills,communication
AnyMind Group,Soft_Skills,presentation
AnyMind Group,Soft_Skills,interpersonal skills
AnyMind Group,Soft_Skills,organized
AnyMind Group,Business,strategic thinking
KTI Talent Indicator,WebD,client
KTI Talent Indicator,Coding,go
KTI Talent Indicator,DevOps,web apps
KTI Talent Indicator,DevOps,devops
KTI Talent Indicator,Coding,java
